Time(s),dataset,Engine RPM (rpm),Ambient Air Temperature (°F),Vehicle Speed (MPH),Absolute Throttle Position (%),Absolute Load Value (%),Calculated Engine Load Value (%),Fuel Level Input (%),Engine Coolant Temperature (°F)
1867.6,dataset8,1914,99,21,23.8,52.5,26.3,98.4,187
1870.5,dataset8,1878,99,21,32.1,26.3,26.8,98.4,187
1873.4,dataset8,1675,99,22,11.8,26,27.9,96.7,187
1876.3,dataset8,1538,99,20,11.8,24.7,28.9,94.1,187
1879.2,dataset8,1224,99,16,11.8,30.6,30.4,94.5,187
1882.1,dataset8,1551,99,16,17.7,43.5,49.8,95.3,187
1885,dataset8,1946,99,17,29.8,57.2,46,98.4,187
1887.9,dataset8,1607,99,19,21.8,75.7,24.3,98.4,187
1890.8,dataset8,1626,99,21,11.4,57.3,31,98.4,187
1893.7,dataset8,1822,99,17,12,40.9,52.5,96.9,187
1896.6,dataset8,1782,99,17,13.1,59.2,45,93.7,187
1899.5,dataset8,1618,99,16,18.8,52.4,31,94.3,187
1902.4,dataset8,1368,99,13,17.2,26.3,38.8,94.9,187
1905.3,dataset8,852,99,6,11.4,31,47.2,94.1,187
1908.2,dataset8,815,99,3,13.7,40.4,50.6,94.8,189
1911.1,dataset8,836,99,0,18,50.6,47.9,98.4,189
1914,dataset8,2244,99,11,20.4,59.6,37.3,97.3,189
1916.9,dataset8,2161,99,12,21.8,45.1,42.1,94.9,188
1919.8,dataset8,1834,99,17,11.8,40.8,50.6,96.6,187
1922.7,dataset8,1770,99,16,11.6,27.1,49,98.3,186
1925.6,dataset8,1658,99,13,11,41.3,47.8,94.9,185
1928.5,dataset8,1715,99,13,16.6,63.5,52.2,95.6,187
1931.4,dataset8,1771,99,13,25.1,70.7,49.3,98.4,187
1934.3,dataset8,1768,99,17,18.7,73,39.6,97.2,189
1937.2,dataset8,1803,99,17,14.7,41.2,42.9,94.9,188
1940.1,dataset8,1921,99,17,25.1,45.9,48.2,94.9,187
1943,dataset8,1742,99,17,21.9,61.6,38.8,95,187
1945.9,dataset8,1410,99,19,11.8,61,30.2,98.4,187
1948.8,dataset8,1624,99,19,18.1,60,43.1,98.4,187
1951.7,dataset8,1873,99,19,29.4,60.8,42.2,98.4,187
1954.6,dataset8,2261,99,20,42.8,64,38.4,98.4,187
1957.5,dataset8,2296,99,22,54.6,92.5,35.5,98.4,187
1960.4,dataset8,2433,99,30,26.7,91.7,29.8,96.8,187
1963.3,dataset8,2211,99,30,24.8,88.6,33,94.9,187
1966.2,dataset8,1829,99,30,19.2,69.3,38.3,94.9,187
1969.1,dataset8,1731,99,30,18.6,38.8,65.1,95.6,189
1972,dataset8,1645,99,29,18.1,36.6,54.7,98.4,189
1974.9,dataset8,1649,99,27,40.4,41.9,25.9,96.4,189
1977.8,dataset8,1659,99,28,41.4,81.5,41.6,92.9,188
1980.7,dataset8,1681,99,30,46.6,75.9,61.1,95.9,187
1983.6,dataset8,1743,99,31,47.6,62.7,42.8,97.8,187
1986.5,dataset8,1827,99,32,49.4,75,42.1,92.9,187
1989.4,dataset8,2090,99,34,48,89.7,39.2,92.9,187
1992.3,dataset8,2107,99,34,47.3,105,41,92.9,187
1995.2,dataset8,2164,99,38,53.7,109.3,44.3,95.6,187
1998.1,dataset8,2072,99,40,43,123.1,37.7,98.4,187
2001,dataset8,1914,99,45,12.5,82.1,29.9,98.4,187
2003.9,dataset8,1815,99,45,11.6,17.3,14.1,97.1,187
2006.8,dataset8,1725,98,45,10.2,15.4,14.2,92.2,187
2009.7,dataset8,1683,97,43,10.2,13.7,14.5,92.8,187
2012.6,dataset8,1672,97,43,10.2,13.7,14.7,94.1,186
2015.5,dataset8,1630,97,42,10.6,13.7,14.9,93.7,185
2018.4,dataset8,1627,97,42,11.3,13.7,14.9,93.4,184
2021.3,dataset8,1623,97,42,13.3,14.9,14.8,94.9,183
2024.2,dataset8,1648,97,43,12.3,16.9,12.6,94.9,181
2027.1,dataset8,1675,97,44,10.6,15.2,16.6,94.9,181
2030,dataset8,1684,97,45,11.7,21.1,30.2,96,181
2032.9,dataset8,2021,97,46,14.9,83.9,43.4,98.4,182
2035.8,dataset8,3055,97,52,31,83.7,66.7,96.6,183
2038.7,dataset8,2637,97,54,27.4,82.7,58.1,94.1,184
2041.6,dataset8,1705,97,59,12.5,61.1,47.1,93.9,185
2044.5,dataset8,1693,97,59,11.8,13.7,14.5,93.6,186
2047.4,dataset8,1678,97,58,10.2,13.7,14.6,92.9,187
2050.3,dataset8,1596,97,56,10.2,13.7,14.9,93.1,187
2053.2,dataset8,1599,97,55,11.9,13.4,15,93.7,186
2056.1,dataset8,1612,97,55,45.9,29,15.3,93.7,185
2059,dataset8,1667,97,57,40.3,94.5,19.6,93.7,184
2061.9,dataset8,1776,97,60,20.8,66.3,23.7,92.9,183
2064.8,dataset8,1735,97,59,22.2,17.6,14.9,93.1,185
2067.7,dataset8,1697,97,58,24.4,22,23.7,93.7,185
2070.6,dataset8,1698,97,58,28.2,24.3,47.8,93.9,187
2073.5,dataset8,1821,97,58,37.4,17.7,36.8,94.1,187
2076.4,dataset8,2127,97,55,83.5,33,22,96.4,187
2079.3,dataset8,2067,97,58,78.7,70.2,22.6,98.4,186
2082.2,dataset8,1986,97,61,68.2,101.3,22.3,98.4,185
2085.1,dataset8,1800,97,62,41.5,141.1,17.7,97.3,187
2088,dataset8,1810,97,63,11.7,129.3,20.9,94.1,187
2090.9,dataset8,1864,97,64,30.6,129.8,28.6,94.4,189
2093.8,dataset8,1878,95,65,26.8,131.7,41.7,94.9,189
2096.7,dataset8,1907,95,66,11.8,113.4,57.2,94,189
2099.6,dataset8,1922,95,66,26.4,75.7,72.9,93.6,190
2102.5,dataset8,1955,95,66,53.7,55.2,61.8,94.9,190
2105.4,dataset8,2233,95,67,62.3,32.8,16.1,94.9,190
2108.3,dataset8,2618,95,67,71.7,16.5,30.8,94.9,190
2111.2,dataset8,4072,95,68,82.7,47.1,58.4,96.5,190
2114.1,dataset8,4036,95,70,71.9,156.8,63.4,98.3,191
2117,dataset8,3960,95,76,37.2,106.2,66.4,92.9,192
2119.9,dataset8,3169,95,76,33.7,21.2,34.5,93,196
2122.8,dataset8,2380,95,76,28.2,57.7,39.5,93.3,196
2125.7,dataset8,2288,95,76,39,96.1,56.9,93.6,196
2128.6,dataset8,2281,95,76,49.1,126.6,60.3,94.1,196
2131.5,dataset8,2243,95,77,44.7,119,67.1,94.5,198
2134.4,dataset8,2249,95,77,41.6,91,58.8,94.9,198
2137.3,dataset8,2258,95,78,31.8,87.7,50.8,94.1,199
2140.2,dataset8,2261,95,78,31.6,82.3,49.4,95.1,199
2143.1,dataset8,2264,95,78,31.4,78.9,48,98.4,199
2146,dataset8,2262,95,78,32.9,76.4,43.9,97.2,199
2148.9,dataset8,2260,95,78,34,78.8,49.2,94.9,199
2151.8,dataset8,2249,95,77,33.3,95.9,56.9,96.7,199
2154.7,dataset8,2251,95,77,32.8,140.7,71,98.1,200
2157.6,dataset8,2253,95,78,31.4,124.3,77.7,94.9,201
2160.5,dataset8,2291,95,78,31.6,101.7,48.2,95.8,203
2163.4,dataset8,2310,94,78,31,47.1,40.8,98.4,203
2166.3,dataset8,2279,93,78,21.2,48.4,25.1,96.9,203
2169.2,dataset8,2273,93,78,27.2,54.1,32.5,94.9,202
2172.1,dataset8,2259,93,77,48.6,64.8,40.7,93.3,201
2175,dataset8,2257,93,77,43.2,83.9,46.3,93.5,201
2177.9,dataset8,2256,93,78,34.9,81.8,46,94.1,201
2180.8,dataset8,2260,93,78,34.7,79.5,45.1,93.7,201
2183.7,dataset8,2262,93,78,31.2,76.1,44.6,92.9,201
2186.6,dataset8,2264,94,78,13.7,66.4,43.9,92.9,201
2189.5,dataset8,2235,95,77,17.6,43.5,43.5,93.1,201
2192.4,dataset8,2198,95,76,25.9,44.7,41.3,94.1,201
2195.3,dataset8,2156,95,75,26.2,47,30.2,94.3,201
2198.2,dataset8,2160,95,74,26.6,67.8,24.6,94.9,201
2201.1,dataset8,2177,95,73,25.5,63.2,12.2,94.6,201
2204,dataset8,2205,95,73,29.1,43.5,16.8,94.1,200
2206.9,dataset8,2258,95,72,42.3,58.4,23,96.6,199
2209.8,dataset8,2186,95,72,34.4,86.7,39.2,97.6,199
2212.7,dataset8,2110,95,73,21.2,88,39.8,93.3,199
2215.6,dataset8,2112,95,73,25.6,87.9,42,93.6,199
2218.5,dataset8,2114,95,73,30.9,69,40.6,94.1,199
2221.4,dataset8,2116,95,73,42.7,66.5,38,93.2,199
2224.3,dataset8,2150,95,73,36.9,56.9,35.3,92.3,199
2227.2,dataset8,2211,95,72,17.6,56.1,33.5,98.4,199
2230.1,dataset8,2161,95,72,19.8,54.5,50.2,97.6,199
2233,dataset8,2102,95,71,23.9,57.6,46.4,92.9,199
2235.9,dataset8,2016,95,70,18.3,61.7,26.3,93.5,198
2238.8,dataset8,2069,95,70,14.8,81.5,47,94.9,198
2241.7,dataset8,2294,95,71,51.3,69,88.6,94.6,198
2244.6,dataset8,2236,95,72,47.1,19.6,79.3,94.1,198
2247.5,dataset8,2118,95,73,32.1,54.2,65.6,91,199
2250.4,dataset8,2121,95,73,25.8,118.4,12.6,91.5,201
2253.3,dataset8,2140,95,74,15.3,131.7,21.9,93.7,201
2256.2,dataset8,2317,95,75,29.9,143.9,52.5,93.5,201
2259.1,dataset8,2402,95,75,45.1,139.1,51.4,92.9,202
2262,dataset8,2703,95,76,66.2,125.3,49.4,93.9,203
2264.9,dataset8,2978,95,77,68.7,80.8,66.7,94.9,204
2267.8,dataset8,3434,94,78,74.9,110.6,81.4,94.9,205
2270.7,dataset8,3342,93,81,55.7,151.6,74.1,94.9,207
2273.6,dataset8,3159,93,84,31.8,27.1,68.9,94.9,207
2276.5,dataset8,2628,93,84,24.3,31,56.9,94.2,208
2279.4,dataset8,2543,93,83,26.5,47.1,52.2,93.3,209
2282.3,dataset8,2387,93,82,32.9,56.8,47.2,92.9,210
2285.2,dataset8,2381,93,82,32.5,74.5,44.7,93,208
2288.1,dataset8,2395,93,82,31.8,45.5,45,93.3,207
2291,dataset8,2522,93,81,32.9,28.4,45.9,93.5,203
2293.9,dataset8,2548,91,81,35.5,74.5,33.6,93.7,202
2296.8,dataset8,2615,91,80,49.4,77.5,17.3,93.5,199
2299.7,dataset8,2599,91,80,48.1,84.7,9.8,93.4,197
2302.6,dataset8,2575,91,79,45.1,80.1,13.6,94.1,196
2305.5,dataset8,2417,91,79,37.8,74,38,94.3,198
2308.4,dataset8,2293,91,79,28.5,66.6,33.5,94.9,198
2311.3,dataset8,2246,91,78,12.5,71,22.8,94.6,199
2314.2,dataset8,2246,91,77,20.7,92.5,43.1,94.1,199
2317.1,dataset8,2243,91,77,51,88.6,64.4,94.6,199
2320,dataset8,2250,91,77,42.5,81.6,38.4,94.6,201
2322.9,dataset8,2255,91,78,29,74.1,38.4,92.9,201
2325.8,dataset8,2245,91,77,30.3,71,38.4,93.1,201
2328.7,dataset8,2312,91,77,34.2,97.2,26.6,93.3,201
2331.6,dataset8,2478,91,76,49,91,11.3,93.6,201
2334.5,dataset8,2340,91,76,41.4,77.2,22.4,93.7,202
2337.4,dataset8,2188,91,76,27.8,101.1,27.4,93.3,203
2340.3,dataset8,2243,91,76,37.9,129.4,47.8,93.4,203
2343.2,dataset8,2469,91,76,47.3,147.7,59,93.7,203
2346.1,dataset8,3492,91,79,40,128.5,82,93.6,203
2349,dataset8,3156,91,79,38.3,34.1,56.1,93.3,205
2351.9,dataset8,2390,92,79,31.4,51.8,27.2,92,207
2354.8,dataset8,2348,93,79,25.1,86.7,43.9,91.4,207
2357.7,dataset8,2298,93,79,13.3,77.6,43.3,93.7,207
2360.6,dataset8,2277,93,78,22.6,65.7,40.8,94.1,207
2363.5,dataset8,2303,93,78,32.8,27.1,38.9,94.9,207
2366.4,dataset8,2406,93,78,36.1,36.2,35.3,93.9,207
2369.3,dataset8,2351,93,77,34.4,69.4,37.9,92.6,207
2372.2,dataset8,2250,93,77,29.4,70.3,39.7,93.3,207
2375.1,dataset8,2242,93,77,22.5,71.8,32.6,93.3,207
2378,dataset8,2227,93,76,12.5,64.5,27.2,92.9,207
2380.9,dataset8,2163,93,75,11.9,53.9,10.6,92.7,207
2383.8,dataset8,2119,93,73,11.3,13.7,10.1,92.2,206
2386.7,dataset8,1992,93,68,11,13.6,9.4,92.6,205
2389.6,dataset8,1927,93,66,10.9,13.3,10.7,93,203
2392.5,dataset8,1828,93,63,10.6,13.5,12.2,94.1,201
2395.4,dataset8,1613,93,55,10.4,13.7,15.3,94.1,199
2398.3,dataset8,1432,93,47,10.2,13.7,15.4,94.1,199
2401.2,dataset8,1368,93,35,10.2,14.6,15.7,93.2,198
2404.1,dataset8,1367,93,31,10.6,18.8,19.4,91.8,197
2407,dataset8,1365,93,20,12.2,20.9,24.2,92.7,196
2409.9,dataset8,1195,93,17,11.9,24.7,30.2,93.5,194
2412.8,dataset8,998,93,13,11.4,26.7,31.6,94.1,194
2415.7,dataset8,777,93,9,11.4,28.6,36.9,93.6,194
2418.6,dataset8,777,93,7,11.4,28.2,38.7,92.6,194
2421.5,dataset8,778,93,1,11.8,28.9,42.4,93.1,194
2424.4,dataset8,777,93,1,11.6,31.8,42,93.7,194
2427.3,dataset8,774,93,1,11,32.5,41.7,96.3,194
2430.2,dataset8,765,93,2,11.1,34.1,45.1,97.5,194
2433.1,dataset8,754,93,4,11.4,37.5,45.4,91,194
2436,dataset8,772,93,2,11.5,42,47.1,92.7,194
2438.9,dataset8,785,93,0,11.8,35.3,46.6,98.4,194
2441.8,dataset8,774,93,0,11.5,35.3,45.5,97.1,194
2444.7,dataset8,775,93,0,11.4,35.3,45.3,94.9,193
2447.6,dataset8,777,93,0,11.4,35.3,45.1,93.8,192
2450.5,dataset8,776,93,0,11.4,35.3,45.5,93,191
2453.4,dataset8,781,93,0,11.4,38.1,45.8,93.3,190
2456.3,dataset8,990,93,4,14.2,41.9,47.1,93.4,189
2459.2,dataset8,1068,93,6,16.5,59.2,41.5,93.7,188
2462.1,dataset8,1389,93,12,12.5,53.5,30.2,93.2,187
2465,dataset8,1355,93,11,12.5,25.9,30.6,92.5,186
2467.9,dataset8,1272,93,11,12.2,26.2,31.1,92.3,185
2470.8,dataset8,1104,93,9,12,27.1,34.1,92,185
2473.7,dataset8,898,93,7,11.8,32.8,36.7,91,185
2476.6,dataset8,768,93,3,11.6,40.3,50.2,91.5,185
2479.5,dataset8,1032,93,2,12,54.9,50.3,92.9,186
2482.4,dataset8,2231,93,10,23.1,48.9,50.6,93.8,187
2485.3,dataset8,1935,93,10,20.6,23.1,40.6,94.8,185
2488.2,dataset8,1360,93,11,12.2,27.4,30,92.6,183
2491.1,dataset8,1069,93,7,12,36.1,47.5,92.1,184
2494,dataset8,756,93,2,11.8,36.7,47.3,89.8,185
2496.9,dataset8,780,93,0,11.3,37.1,46.7,91.1,185
2499.8,dataset8,960,93,1,12.5,35.3,50.2,93.7,186
2502.7,dataset8,1545,93,2,22.3,34.1,55.7,93.9,187
2505.6,dataset8,1302,93,5,18.9,31,46.8,93.9,186
2508.5,dataset8,975,93,8,11,33.9,42.2,91.8,185
2511.4,dataset8,750,93,4,11,37.6,51.4,91.9,183
2514.3,dataset8,753,93,0,11,36.8,50.3,92.2,184
2517.2,dataset8,771,93,0,11,37.2,47.5,92.3,185
2520.1,dataset8,794,93,1,10.9,44.7,43.4,92.6,186
2523,dataset8,872,93,4,10.6,41.3,36.9,92.7,187
2525.9,dataset8,870,93,4,10.7,29.8,37.1,92.9,187
2528.8,dataset8,867,93,4,11,33.1,37.9,92.7,187
2531.7,dataset8,817,93,3,11.1,39.6,51.8,92.6,187
2534.6,dataset8,759,93,1,11.4,37.8,51.1,92.9,187
2537.5,dataset8,781,93,0,11.2,35.8,47.8,92.7,187
2540.4,dataset8,850,93,1,11.2,37.6,45,92.2,187
2543.3,dataset8,1202,93,5,14.9,39.5,38.8,92.9,189
2546.2,dataset8,1362,93,6,15.6,52.1,37.4,94.1,189
2549.1,dataset8,1851,93,11,25.1,52.5,34.9,93.7,189
2552,dataset8,1695,93,12,23.4,54.5,33.7,92.9,188
2554.9,dataset8,1211,93,16,11.8,48.9,31.8,92.8,187
2557.8,dataset8,1216,93,16,11.8,32.2,32.4,92.6,186
2560.7,dataset8,1224,93,16,11.8,30.5,33.1,94.1,185
2563.6,dataset8,1135,93,15,14,27.8,34.9,94,187
2566.5,dataset8,1055,93,13,17.6,40.5,33.4,93.3,187
2569.4,dataset8,1236,93,16,17.3,52,27.5,93.8,189
2572.3,dataset8,1382,93,17,17.3,31.4,33.1,94.9,188
2575.2,dataset8,2031,93,20,23.1,29.5,44.3,94,187
2578.1,dataset8,1869,93,20,22.1,21.2,35.6,92.5,186
2581,dataset8,1481,93,20,16.9,24.7,25.1,91.7,185
2583.9,dataset8,1567,93,20,19,32.9,25.1,91.3,185
2586.8,dataset8,1690,93,20,24.3,37.1,27.4,94.1,185
2589.7,dataset8,1905,93,22,24.3,43.1,44.3,94,187
2592.6,dataset8,2067,93,24,24.3,72.4,42.1,93.7,186
2595.5,dataset8,1852,93,29,24.7,98.2,34.9,93.7,185
2598.4,dataset8,1809,93,29,24.1,48.2,29.7,93.7,186
2601.3,dataset8,1621,93,30,11.4,42.5,19.2,92.6,187
2604.2,dataset8,1639,93,30,11.5,18,21.7,91,187
2607.1,dataset8,1678,93,29,12.2,17,24.6,91.6,187
2610,dataset8,1582,93,28,12,14.5,13.8,92.2,186
2612.9,dataset8,1467,93,26,11.8,35.8,17,92.9,185
2615.8,dataset8,1999,93,27,22.2,61.6,33.7,92.9,185
2618.7,dataset8,1877,93,27,32.7,17.3,31,92.9,185
2621.6,dataset8,1199,93,18,11.4,18,24.3,92.5,185
2624.5,dataset8,1149,93,17,11.3,23.5,26.8,91.8,186
2627.4,dataset8,998,93,12,11,26.8,30.6,91.8,187
2630.3,dataset8,1102,93,10,12,36.1,32.7,91.9,187
2633.2,dataset8,1262,93,6,14.5,33.5,35.6,93.7,187
2636.1,dataset8,1011,93,4,14.3,29.4,44.7,93.5,189
2639,dataset8,780,93,2,14.1,34,46,92.2,189
2641.9,dataset8,774,93,0,12.4,38.3,51,92,189
2644.8,dataset8,827,93,0,11.2,37.3,50.3,91.8,189
2647.7,dataset8,1032,93,1,12.9,39.2,49,92.4,189
2650.6,dataset8,1267,93,3,15.1,48.2,49.4,93.3,189
2653.5,dataset8,1837,93,11,24.3,50,49.8,93.1,189
2656.4,dataset8,1785,93,13,21.2,54.5,44.3,92.9,188
2659.3,dataset8,1701,93,19,13.3,44.8,39,92.6,187
2662.2,dataset8,1444,93,17,12.7,26.7,32.6,92.4,185
2665.1,dataset8,1131,93,14,11.4,30.5,34.8,91,185
2668,dataset8,966,93,10,11.5,36.1,50.2,92.5,187
2670.9,dataset8,860,93,6,11.8,34.2,47.5,98.4,187
2673.8,dataset8,1532,93,7,11.6,32.1,37.3,96.4,189
2676.7,dataset8,1476,93,7,11.4,26.3,35.5,91.8,189
2679.6,dataset8,1138,93,6,11,27.2,31.4,91.5,189
2682.5,dataset8,1037,93,5,11,32.6,36.9,91,188
2685.4,dataset8,771,93,4,11,39,44.3,91.4,187
2688.3,dataset8,1095,93,7,12,55.7,36.9,91.9,187
2691.2,dataset8,1587,93,12,14.5,44.9,36.4,92.9,187
2694.1,dataset8,1489,93,12,13.6,27.8,30.2,92.9,187
2697,dataset8,1373,93,12,12.2,27.8,31.1,92.6,187
2699.9,dataset8,1146,93,9,11.7,28.6,34.1,93.3,187
2702.8,dataset8,1169,93,9,11.4,37.3,46.2,94.9,187
2705.7,dataset8,1258,93,5,11.4,36.6,68.6,93.5,187
2708.6,dataset8,1437,93,6,13.5,34.1,57.1,91.8,187
2711.5,dataset8,1802,93,8,22,37,43.6,92.4,187
2714.4,dataset8,1665,93,11,20.6,42.7,29,92.8,187
2717.3,dataset8,1500,93,15,18,35.8,29.9,92.2,187
2720.2,dataset8,1257,93,16,15.3,27.9,34.5,92.4,187
2723.1,dataset8,1216,93,16,12.1,29,35.3,93.3,187
2726,dataset8,969,93,12,11.4,29.3,37.3,93.2,187
2728.9,dataset8,943,93,12,11.3,31.8,39.1,92.9,187
2731.8,dataset8,863,93,11,11,35,42,92.7,187
2734.7,dataset8,973,93,10,11.8,44.3,44.3,92.6,188
2737.6,dataset8,1140,93,10,13.7,39.6,45.3,92.9,189
2740.5,dataset8,1177,93,10,18.5,33.6,38.4,93,189
2743.4,dataset8,1202,93,10,24,55.7,35.8,93.3,189
2746.3,dataset8,1169,93,14,13.7,51.9,29.4,93,189
2749.2,dataset8,1146,93,14,13.4,29,32.2,92.5,188
2752.1,dataset8,1079,93,14,11.8,29.1,36.5,92.4,187
2755,dataset8,1021,93,13,11.7,29.4,37.4,92.2,187
2757.9,dataset8,913,93,11,11.4,31.3,38.3,92.9,187
2760.8,dataset8,1008,93,11,11.4,34.9,36.1,92.9,187
2763.7,dataset8,1103,93,12,11.4,33.5,37.5,92.9,187
2766.6,dataset8,855,93,11,11,32.6,42.7,92.6,189
2769.5,dataset8,840,93,10,10.6,38,45.1,91.8,189
2772.4,dataset8,775,93,8,11,38.3,49.8,90,189
2775.3,dataset8,845,93,7,11.1,40,46.4,87.1,189
2778.2,dataset8,1038,93,5,11.8,38.6,41.6,90.5,190
2781.1,dataset8,1299,93,7,14.1,34.5,38.6,94.1,190
2784,dataset8,1759,93,10,20.8,32,35.1,93.7,190
2786.9,dataset8,1606,93,11,17.9,26.7,25.5,93.7,187
2789.8,dataset8,1415,93,12,12.2,28.1,25.9,92.9,187
2792.7,dataset8,1413,93,12,12.2,30.2,29.4,92.9,185
2795.6,dataset8,1405,93,12,12.2,28.4,29.9,92.9,185
2798.5,dataset8,1293,93,11,11.8,26.7,31.8,92.9,185
2801.4,dataset8,1269,93,10,11.4,28.2,32.7,92.9,185
2804.3,dataset8,1140,93,9,11.4,28.5,34.9,92.9,187
2807.2,dataset8,1059,93,9,11.2,29.4,37.6,92.9,187
2810.1,dataset8,877,93,7,10.6,31.8,40.7,92.9,187
2813,dataset8,991,93,8,11.1,37.3,36.9,92.9,188
2815.9,dataset8,1148,93,9,12.2,33.7,36.7,92.9,189
2818.8,dataset8,1147,93,9,12.8,29,35.3,93.1,189
2821.7,dataset8,1157,93,9,13.7,28.6,34.9,93.7,189
2824.6,dataset8,1235,93,10,11.8,28.6,33.7,93.4,189
2827.5,dataset8,1185,93,10,11.7,28.2,34.4,92.9,188
2830.4,dataset8,997,93,8,11,28.6,35.7,93.3,187
2833.3,dataset8,978,93,8,11,29.8,37.1,93.6,187
2836.2,dataset8,945,93,7,11,32,39.1,92.2,187
2839.1,dataset8,1053,93,6,11.6,35.7,46.7,92.4,187
2842,dataset8,1169,93,5,12.5,31.5,43.8,93.7,187
2844.9,dataset8,1208,93,6,12,26.3,29.4,93.4,189
2847.8,dataset8,1229,93,6,11.4,27.1,31.4,92.6,189
2850.7,dataset8,1428,93,9,13.1,28.1,37.3,93,189
2853.6,dataset8,1374,93,9,14.2,29.8,36.2,93.7,188
2856.5,dataset8,1201,93,10,11.8,29.5,34.5,93,187
2859.4,dataset8,1224,93,10,12.6,28.6,35.1,92.2,187
2862.3,dataset8,1261,93,9,14.9,28.5,35.6,93.7,187
2865.2,dataset8,1220,93,9,13.7,28.2,34.9,93.7,187
2868.1,dataset8,1176,93,9,11.8,28.2,35,93.3,187
2871,dataset8,1130,93,9,11.6,28.2,35.3,93.3,187
2873.9,dataset8,1122,93,9,11.4,28.6,34.6,93.3,187
2876.8,dataset8,1081,93,9,11.4,28.8,32.9,93.2,187
2879.7,dataset8,1059,93,9,11.3,30.2,34.7,92.9,187
2882.6,dataset8,1000,93,8,11,31.9,37.3,92.9,187
2885.5,dataset8,907,93,6,11.1,36.9,43.2,92.6,187
2888.4,dataset8,766,93,2,11.4,37.8,47.5,89.8,187
2891.3,dataset8,1103,93,4,11.9,39.6,39.2,91.1,189
2894.2,dataset8,1494,93,6,12.9,34.2,38.3,98.4,189
2897.1,dataset8,1334,93,6,13.9,26.7,31,97.2,189
2900,dataset8,1223,93,6,15.3,27.3,30.6,92.6,188
2902.9,dataset8,1463,93,8,15.5,28.4,29.4,92.7,187
2905.8,dataset8,1412,93,8,15.4,33.7,31.8,92.9,187
2908.7,dataset8,1221,93,10,12.9,34.1,36.1,92.9,187
2911.6,dataset8,1264,93,10,12.8,35.3,33.3,92.9,187
2914.5,dataset8,1344,93,11,12.2,32.6,30.7,92.9,187
2917.4,dataset8,1380,93,11,12.3,27.5,32.2,92.8,187
2920.3,dataset8,1421,93,11,12.5,30.9,32.3,92.2,187
2923.2,dataset8,1477,93,12,12.9,35.3,33,92.5,187
2926.1,dataset8,1539,93,12,13.3,37.3,31.5,93.7,187
2929,dataset8,1659,93,14,12.5,35.9,27.8,93.3,187
2931.9,dataset8,1675,93,14,13.1,28.2,30.5,92.5,187
2934.8,dataset8,1721,93,14,16.5,36.5,34.1,93,187
2937.7,dataset8,1684,93,17,15.3,58,41.3,92.9,187
2940.6,dataset8,1629,93,21,12.5,60.5,46.6,87.1,187
2943.5,dataset8,1784,93,23,26.7,64.3,43.1,88.5,187
2946.4,dataset8,2002,93,26,47.4,74.4,48.4,94.9,187
2949.3,dataset8,2941,93,37,30.7,87,66.7,94.1,187
2952.2,dataset8,3014,93,39,20.3,119.9,73.4,92.6,187
2955.1,dataset8,3303,93,45,74.1,132.4,86.3,92.7,187
2958,dataset8,3339,93,50,66.1,178,85.1,92.9,188
2960.9,dataset8,3411,93,61,36.1,166.3,83.5,92.9,189
2963.8,dataset8,3071,93,64,38.4,141.9,73.7,92.9,192
2966.7,dataset8,2657,93,68,43.1,128.9,74.3,92.6,192
2969.6,dataset8,2351,93,71,37.7,111.8,77.6,92.6,194
2972.5,dataset8,2119,93,73,31,61,77.3,92.9,194
2975.4,dataset8,2151,93,74,32.5,29.1,76.5,92.9,196
2978.3,dataset8,2401,93,74,38.3,72.9,71.5,92.9,195
2981.2,dataset8,3082,93,75,69.8,100.1,64.3,91.9,194
2984.1,dataset8,2768,93,77,53.3,169.8,36,91.1,194
2987,dataset8,2290,93,80,11.8,106.3,15.2,92.2,194
2989.9,dataset8,2272,93,78,20.9,13.3,40,92.4,196
2992.8,dataset8,2249,93,76,34.1,59.2,37.3,93.3,196
2995.7,dataset8,2180,93,77,43.3,93.1,28.6,92.9,196
2998.6,dataset8,2190,93,77,49.4,56.1,35.7,92.2,196
3001.5,dataset8,2220,93,76,40.4,60.2,47.1,92.2,196
3004.4,dataset8,2224,95,76,39.4,74.5,45.3,92.2,196
3007.3,dataset8,2231,95,76,36.1,74,43.5,92.2,196
3010.2,dataset8,2232,95,76,34.6,72.9,43.5,92,196
3013.1,dataset8,2233,95,76,31.8,72.9,43.3,91,196
3016,dataset8,2226,95,76,31.8,72.9,42.4,91.3,196
3018.9,dataset8,2228,95,76,31.8,71,42,92.2,196
3021.8,dataset8,2230,95,76,32.9,70.9,41.2,92,196
3024.7,dataset8,2233,95,77,32.5,70.6,41,91.8,195
3027.6,dataset8,2236,95,77,31,97.6,42.6,92.2,194
3030.5,dataset8,2749,95,78,45.4,150.6,83.9,92.3,194
3033.4,dataset8,3303,95,80,72.1,123.5,76,92.9,195
3036.3,dataset8,2471,95,81,43.7,92.2,41.6,93.3,198
3039.2,dataset8,2451,95,81,14.4,61.2,42.3,94.1,198
3042.1,dataset8,2339,95,80,34.5,56.4,43.9,93.2,198
3045,dataset8,2332,95,80,33.9,29,38.4,91.8,198
3047.9,dataset8,2311,95,79,31,26.6,31,92,198
3050.8,dataset8,2283,95,78,29.3,20.8,29.7,92.2,198
3053.7,dataset8,2245,95,77,25.5,38.6,30,92.2,197
